participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true,band
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCA.6.5,2,1.053,Band 01
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCZ.5.a,23,1.053,Band 01
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCG.7.b,73,23.57,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCG.5.4,52,26.36,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCA.3.2,73,26.686,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCY.3.2,13,24.6,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCC.2.1,22,24.91,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCG.2.1,65,26.72,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCO.4.a,39,25.459,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCJ.3.2,74,26.127,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCJ.6.5,34,26.127,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCT.15.14,33,24.805,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCB.2.1,31,25.995,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCG.1.2,17,26.123,Band 25
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCM.6.5,63,48.005,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCD.7.6,67,49.275,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCY.3.2,97,51.38,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCN.6.5,90,49.814,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCB.6.5,5,50.613,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCQ.2.1,27,50.677,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCW.9.8,37,50.46,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCI.5.8,43,50.797,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCF.6.5,47,50.928,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.2.1,48,49.272,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCO.2.1,62,49.533,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCJ.9.8,37,51.663,Band 50
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCN.4.3,54,76.011,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCD.9.8,43,76.285,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCA.2.1,14,79.627,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCG.4.3,64,71.324,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCJ.3.2,47,71.902,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCI.13.2,45,78.272,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCR.2.1,37,76.014,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCF.2.1,0,79.814,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCM.3.2,95,77.892,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.18.10,77,74.272,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCK.4.3,36,74.789,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.28.18,84,76.335,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCE.2.1,93,97.835,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCV.2.1,96,98.698,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCT.2.1,97,98.943,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCA.2.1,88,97.686,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCT.2.1,85,98.293,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCK.2.1,87,98.657,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCi.4.3,73,97.38,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCU.3.2,55,97.468,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCE.2.1,82,99.088,Band 99
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.10.5,60,80.218,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCW.8.7,57,85.151,Band 75
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCC.3.2,80,94.484,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCW.6.5,0.1,1.571,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCY.6.A,9,1.971,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCZ.3.2,4,2.1,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCX.4.b,4,1.096,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCC.8.7,3,1.104,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCF.8.7,3,1.132,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCO.6.c,2,1.376,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCG.6.a,1,1.386,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCi.8.d,4,1.595,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCA.1.1,8,1.051,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCA.6.5,1,1.053,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCZ.5.a,2,1.053,Band 01
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCG.7.b,87,23.57,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCG.5.4,53,26.36,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCA.3.2,89,26.686,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCY.3.2,90,24.6,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCC.2.1,0.2,24.91,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCG.2.1,12,26.72,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCO.4.a,38,25.459,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCJ.3.2,14,26.127,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCJ.6.5,20,26.127,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCT.15.14,71,24.805,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCB.2.1,1,25.995,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCG.1.2,72,26.123,Band 25
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCM.6.5,5,48.005,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCD.7.6,98,49.275,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCY.3.2,99,51.38,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCN.6.5,7,49.814,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCB.6.5,99,50.613,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCQ.2.1,47,50.677,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCW.9.8,96,50.46,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCI.5.8,18,50.797,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCF.6.5,64,50.928,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.2.1,2,49.272,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCO.2.1,41,49.533,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCJ.9.8,70,51.663,Band 50
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCN.4.3,92,76.011,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCD.9.8,24,76.285,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCA.2.1,96,79.627,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCG.4.3,68,71.324,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCJ.3.2,75,71.902,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCI.13.2,25,78.272,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCR.2.1,6,76.014,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCF.2.1,10,79.814,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCM.3.2,39,77.892,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.18.10,76,74.272,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCK.4.3,12,74.789,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.28.18,97,76.335,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCE.2.1,89,97.835,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCV.2.1,100,98.698,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCT.2.1,97,98.943,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCA.2.1,99,97.686,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCT.2.1,98,98.293,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCK.2.1,99,98.657,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCi.4.3,95,97.38,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCU.3.2,93,97.468,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCE.2.1,89,99.088,Band 99
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.10.5,92,80.218,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCW.8.7,72,85.151,Band 75
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCC.3.2,91,94.484,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCW.6.5,15,1.571,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCY.6.A,15,1.971,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCZ.3.2,5,2.1,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCX.4.b,10,1.096,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCC.8.7,15,1.104,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCF.8.7,30,1.132,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCO.6.c,5,1.376,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCG.6.a,15,1.386,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCi.8.d,5,1.595,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCA.1.1,7,1.051,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCA.6.5,7,1.053,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCZ.5.a,15,1.053,Band 01
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCG.7.b,90,23.57,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCG.5.4,85,26.36,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCA.3.2,70,26.686,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCY.3.2,45,24.6,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCC.2.1,5,24.91,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCG.2.1,30,26.72,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCO.4.a,15,25.459,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCJ.3.2,90,26.127,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCJ.6.5,25,26.127,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCT.15.14,75,24.805,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCB.2.1,60,25.995,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCG.1.2,10,26.123,Band 25
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCM.6.5,45,48.005,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCD.7.6,95,49.275,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCY.3.2,85,51.38,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCN.6.5,85,49.814,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCB.6.5,10,50.613,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCQ.2.1,95,50.677,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCW.9.8,80,50.46,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCI.5.8,5,50.797,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCF.6.5,25,50.928,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.2.1,60,49.272,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCO.2.1,80,49.533,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCJ.9.8,20,51.663,Band 50
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCN.4.3,65,76.011,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCD.9.8,60,76.285,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCA.2.1,95,79.627,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCG.4.3,15,71.324,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCJ.3.2,50,71.902,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCI.13.2,75,78.272,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCR.2.1,20,76.014,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCF.2.1,5,79.814,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCM.3.2,10,77.892,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.18.10,85,74.272,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCK.4.3,15,74.789,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.28.18,65,76.335,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCE.2.1,85,97.835,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCV.2.1,90,98.698,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCT.2.1,90,98.943,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCA.2.1,80,97.686,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCT.2.1,85,98.293,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCK.2.1,90,98.657,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCi.4.3,90,97.38,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCU.3.2,85,97.468,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCE.2.1,75,99.088,Band 99
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.10.5,65,80.218,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCW.8.7,60,85.151,Band 75
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCC.3.2,15,94.484,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCW.6.5,20,1.571,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCY.6.A,25,1.971,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCZ.3.2,15,2.1,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCX.4.b,65,1.096,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCC.8.7,15,1.104,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCF.8.7,25,1.132,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCO.6.c,5,1.376,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCG.6.a,10,1.386,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCi.8.d,5,1.595,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCA.1.1,10,1.051,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCA.6.5,5,1.053,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCZ.5.a,5,1.053,Band 01
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCG.7.b,70,23.57,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCG.5.4,75,26.36,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCA.3.2,65,26.686,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCY.3.2,10,24.6,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCC.2.1,75,24.91,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCG.2.1,35,26.72,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCO.4.a,65,25.459,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCJ.3.2,100,26.127,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCJ.6.5,35,26.127,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCT.15.14,75,24.805,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCB.2.1,25,25.995,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCG.1.2,55,26.123,Band 25
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCM.6.5,45,48.005,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCD.7.6,65,49.275,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCY.3.2,85,51.38,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCN.6.5,65,49.814,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCB.6.5,45,50.613,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCQ.2.1,20,50.677,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCW.9.8,85,50.46,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCI.5.8,25,50.797,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCF.6.5,75,50.928,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.2.1,55,49.272,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCO.2.1,65,49.533,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCJ.9.8,35,51.663,Band 50
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCN.4.3,45,76.011,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCD.9.8,45,76.285,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCA.2.1,75,79.627,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCG.4.3,75,71.324,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCJ.3.2,80,71.902,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCI.13.2,55,78.272,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCR.2.1,65,76.014,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCF.2.1,80,79.814,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCM.3.2,85,77.892,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.18.10,75,74.272,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCK.4.3,85,74.789,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.28.18,80,76.335,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCE.2.1,85,97.835,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCV.2.1,90,98.698,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCT.2.1,95,98.943,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCA.2.1,40,97.686,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCT.2.1,90,98.293,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCK.2.1,100,98.657,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCi.4.3,85,97.38,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCU.3.2,90,97.468,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCE.2.1,85,99.088,Band 99
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.10.5,80,80.218,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCW.8.7,60,85.151,Band 75
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCC.3.2,70,94.484,Band 99
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCW.6.5,10,1.571,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCY.6.A,25,1.971,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCZ.3.2,1,2.1,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCX.4.b,1,1.096,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCC.8.7,5,1.104,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCF.8.7,0.5,1.132,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCO.6.c,1,1.376,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCG.6.a,20,1.386,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCi.8.d,0.5,1.595,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCA.1.1,5,1.051,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCA.6.5,10,1.053,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCZ.5.a,20,1.053,Band 01
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCG.7.b,66,23.57,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCG.5.4,60,26.36,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCA.3.2,33,26.686,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCY.3.2,66,24.6,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCC.2.1,80,24.91,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCG.2.1,10,26.72,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCO.4.a,10,25.459,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCJ.3.2,20,26.127,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCJ.6.5,5,26.127,Band 25
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCT.15.14,15,24.805,Band 25
