participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCH.10.5,85,80.218
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCW.8.7,50,85.151
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCC.3.2,60,94.484
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCW.6.5,5,1.571
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCY.6.A,60,1.971
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCZ.3.2,10,2.1
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCX.4.b,30,1.096
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCC.8.7,25,1.104
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCF.8.7,50,1.132
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCO.6.c,10,1.376
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCG.6.a,35,1.386
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCi.8.d,30,1.595
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCA.1.1,50,1.051
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCA.6.5,20,1.053
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCZ.5.a,40,1.053
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCG.7.b,50,23.57
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCG.5.4,90,26.36
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCA.3.2,35,26.686
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCY.3.2,35,24.6
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCC.2.1,25,24.91
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCG.2.1,70,26.72
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCO.4.a,80,25.459
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCJ.3.2,50,26.127
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCJ.6.5,65,26.127
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCT.15.14,35,24.805
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCB.2.1,35,25.995
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCG.1.2,40,26.123
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCM.6.5,60,48.005
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCD.7.6,85,49.275
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCY.3.2,85,51.38
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCN.6.5,80,49.814
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCB.6.5,45,50.613
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCQ.2.1,25,50.677
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCW.9.8,70,50.46
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCI.5.8,25,50.797
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCF.6.5,90,50.928
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.2.1,70,49.272
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCO.2.1,55,49.533
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCJ.9.8,85,51.663
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCN.4.3,75,76.011
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCD.9.8,45,76.285
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCA.2.1,75,79.627
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCG.4.3,75,71.324
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCJ.3.2,70,71.902
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCI.13.2,60,78.272
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCR.2.1,75,76.014
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCF.2.1,80,79.814
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCM.3.2,70,77.892
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.18.10,85,74.272
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCK.4.3,50,74.789
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.28.18,95,76.335
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCE.2.1,85,97.835
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCV.2.1,95,98.698
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCT.2.1,85,98.943
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCA.2.1,80,97.686
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCT.2.1,70,98.293
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCK.2.1,95,98.657
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCi.4.3,75,97.38
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCU.3.2,75,97.468
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCE.2.1,85,99.088
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.10.5,85,80.218
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCW.8.7,90,85.151
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCC.3.2,65,94.484
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCW.6.5,10,1.571
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCY.6.A,40,1.971
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCZ.3.2,30,2.1
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCX.4.b,50,1.096
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCC.8.7,40,1.104
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCF.8.7,40,1.132
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCO.6.c,10,1.376
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCG.6.a,30,1.386
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCi.8.d,10,1.595
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCA.1.1,30,1.051
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCA.6.5,20,1.053
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCZ.5.a,20,1.053
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCG.7.b,70,23.57
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCG.5.4,60,26.36
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCA.3.2,90,26.686
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCY.3.2,70,24.6
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCC.2.1,20,24.91
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCG.2.1,50,26.72
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCO.4.a,70,25.459
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCJ.3.2,80,26.127
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCJ.6.5,50,26.127
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCT.15.14,50,24.805
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCB.2.1,20,25.995
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCG.1.2,60,26.123
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCM.6.5,70,48.005
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCD.7.6,90,49.275
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCY.3.2,90,51.38
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCN.6.5,70,49.814
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCB.6.5,10,50.613
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCQ.2.1,60,50.677
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCW.9.8,90,50.46
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCI.5.8,40,50.797
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCF.6.5,40,50.928
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.2.1,70,49.272
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCO.2.1,50,49.533
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCJ.9.8,40,51.663
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCN.4.3,80,76.011
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCD.9.8,70,76.285
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCA.2.1,90,79.627
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCG.4.3,70,71.324
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCJ.3.2,80,71.902
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCI.13.2,30,78.272
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCR.2.1,30,76.014
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCF.2.1,40,79.814
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCM.3.2,80,77.892
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.18.10,40,74.272
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCK.4.3,70,74.789
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.28.18,70,76.335
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCE.2.1,80,97.835
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCV.2.1,90,98.698
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCT.2.1,100,98.943
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCA.2.1,90,97.686
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCT.2.1,70,98.293
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCK.2.1,80,98.657
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCi.4.3,70,97.38
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCU.3.2,80,97.468
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCE.2.1,70,99.088
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.10.5,40,80.218
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCW.8.7,80,85.151
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCC.3.2,20,94.484
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCW.6.5,50,1.571
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCY.6.A,50,1.971
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCZ.3.2,50,2.1
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCX.4.b,50,1.096
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCC.8.7,50,1.104
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCF.8.7,50,1.132
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCO.6.c,50,1.376
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCG.6.a,50,1.386
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCi.8.d,50,1.595
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCA.1.1,50,1.051
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCA.6.5,50,1.053
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCZ.5.a,50,1.053
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCG.7.b,50,23.57
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCG.5.4,50,26.36
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCA.3.2,50,26.686
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCY.3.2,50,24.6
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCC.2.1,50,24.91
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCG.2.1,50,26.72
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCO.4.a,50,25.459
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCJ.3.2,50,26.127
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCJ.6.5,50,26.127
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCT.15.14,50,24.805
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCB.2.1,50,25.995
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCG.1.2,50,26.123
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCM.6.5,50,48.005
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCD.7.6,50,49.275
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCY.3.2,50,51.38
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCN.6.5,50,49.814
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCB.6.5,50,50.613
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCQ.2.1,50,50.677
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCW.9.8,50,50.46
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCI.5.8,50,50.797
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCF.6.5,50,50.928
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.2.1,50,49.272
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCO.2.1,50,49.533
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCJ.9.8,50,51.663
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCN.4.3,50,76.011
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCD.9.8,50,76.285
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCA.2.1,50,79.627
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCG.4.3,50,71.324
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCJ.3.2,50,71.902
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCI.13.2,50,78.272
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCR.2.1,50,76.014
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCF.2.1,50,79.814
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCM.3.2,50,77.892
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.18.10,50,74.272
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCK.4.3,50,74.789
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.28.18,50,76.335
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCE.2.1,50,97.835
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCV.2.1,50,98.698
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCT.2.1,50,98.943
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCA.2.1,50,97.686
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCT.2.1,50,98.293
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCK.2.1,50,98.657
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCi.4.3,50,97.38
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCU.3.2,50,97.468
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCE.2.1,50,99.088
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.10.5,50,80.218
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCW.8.7,50,85.151
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCC.3.2,50,94.484
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCW.6.5,35,1.571
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCY.6.A,40,1.971
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCZ.3.2,10,2.1
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCX.4.b,1,1.096
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCC.8.7,70,1.104
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCF.8.7,50,1.132
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCO.6.c,5,1.376
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCG.6.a,50,1.386
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCi.8.d,5,1.595
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCA.1.1,20,1.051
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCA.6.5,45,1.053
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCZ.5.a,40,1.053
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCG.7.b,50,23.57
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCG.5.4,90,26.36
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCA.3.2,40,26.686
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCY.3.2,70,24.6
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCC.2.1,45,24.91
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCG.2.1,30,26.72
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCO.4.a,50,25.459
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCJ.3.2,20,26.127
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCJ.6.5,5,26.127
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCT.15.14,5,24.805
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCB.2.1,45,25.995
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCG.1.2,50,26.123
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCM.6.5,75,48.005
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCD.7.6,50,49.275
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCY.3.2,99,51.38
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCN.6.5,45,49.814
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCB.6.5,65,50.613
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCQ.2.1,30,50.677
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCW.9.8,70,50.46
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCI.5.8,30,50.797
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCF.6.5,45,50.928
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.2.1,30,49.272
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCO.2.1,20,49.533
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCJ.9.8,70,51.663
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCN.4.3,90,76.011
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCD.9.8,50,76.285
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCA.2.1,52,79.627
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCG.4.3,40,71.324
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCJ.3.2,50,71.902
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCI.13.2,25,78.272
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCR.2.1,50,76.014
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCF.2.1,30,79.814
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCM.3.2,45,77.892
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.18.10,65,74.272
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCK.4.3,90,74.789
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.28.18,75,76.335
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCE.2.1,99,97.835
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCV.2.1,99,98.698
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCT.2.1,30,98.943
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCA.2.1,99,97.686
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCT.2.1,80,98.293
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCK.2.1,99,98.657
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCi.4.3,50,97.38
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCU.3.2,50,97.468
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCE.2.1,50,99.088
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.10.5,50,80.218
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCW.8.7,60,85.151
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCC.3.2,50,94.484
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCW.6.5,30,1.571
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCY.6.A,50,1.971
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCZ.3.2,0,2.1
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCX.4.b,0,1.096
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCC.8.7,0,1.104
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCF.8.7,45,1.132
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCO.6.c,50,1.376
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCG.6.a,30,1.386
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCi.8.d,0,1.595
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCA.1.1,0,1.051
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCA.6.5,40,1.053
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCZ.5.a,50,1.053
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCG.7.b,80,23.57
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCG.5.4,65,26.36
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCA.3.2,40,26.686
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCY.3.2,40,24.6
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCC.2.1,100,24.91
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCG.2.1,50,26.72
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCO.4.a,20,25.459
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCJ.3.2,30,26.127
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCJ.6.5,0,26.127
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCT.15.14,30,24.805
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCB.2.1,45,25.995
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCG.1.2,0,26.123
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCM.6.5,100,48.005
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCD.7.6,20,49.275
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCY.3.2,80,51.38
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCN.6.5,50,49.814
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCB.6.5,100,50.613
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCQ.2.1,0,50.677
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCW.9.8,50,50.46
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCI.5.8,50,50.797
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCF.6.5,50,50.928
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCH.2.1,100,49.272
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCO.2.1,50,49.533
66,Novice,US,US Novice,20,No,NA,0,40,0,CUCJ.9.8,20,51.663
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCN.4.3,100,76.011
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCD.9.8,100,76.285
66,Novice,US,US Novice,20,No,NA,0,40,0,PLCA.2.1,50,79.627
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCG.4.3,50,71.324
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCJ.3.2,100,71.902
66,Novice,US,US Novice,20,No,NA,0,40,0,PUCI.13.2,100,78.272
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCR.2.1,50,76.014
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCF.2.1,45,79.814
66,Novice,US,US Novice,20,No,NA,0,40,0,CLCM.3.2,45,77.892
